method,split,n,comparison_role,formal_comparison_eligible,state_macro_f1,vrs,flip_accuracy,flip_accuracy_n,flip_accuracy_numerator,flip_accuracy_denominator,flip_eligible_n,flip_accuracy_eligible_n,flip_accuracy_success_n,effective_switch_rate,effective_switch_rate_n,effective_switch_rate_numerator,effective_switch_rate_denominator,required_switch_n,effective_switch_rate_eligible_n,effective_switch_rate_success_n,unnecessary_switch_rate,appropriate_persistence,refutation_acceptance,underpower_handling,underpower_handling_n,underpower_handling_numerator,underpower_handling_denominator,insufficient_handling_n,underpower_handling_eligible_n,underpower_handling_success_n,invalid_repair_rate,invalid_repair_rate_n,invalid_repair_rate_numerator,invalid_repair_rate_denominator,invalid_repair_n,invalid_repair_rate_eligible_n,invalid_repair_rate_success_n,invalid_claim_rate,vnpr,replication_rate,replication_rate_n,replication_rate_numerator,replication_rate_denominator,confirmation_eligible_n,replication_rate_eligible_n,replication_rate_success_n,fdr,fdr_n,cost,utility,vrs_n,unnecessary_switch_rate_n,appropriate_persistence_n,refutation_acceptance_n,invalid_claim_rate_n,vnpr_n,cost_n,utility_n,vrs_ci_low,vrs_ci_high,vrs_cluster_count,vrs_ci_status
Tier0-BranchRollout,pilot,64,,False,0.6796731065023748,1.276987500000001,0.0,1,0,1,1,1,0,0.25,16,4,16,16,16,4,0.1875,0.0625,0.1875,0.25,16,4,16,16,16,4,0.25,16,4,16,16,16,4,0.0625,,0.8695652173913043,46,40,46,46,46,40,,0,1.4488750000000008,0.41796875,64,64,64,64,64,0,64,64,,,1,NA_single_cluster
